t2m_fc_mean,orog,station_alt,station_lat,station_lon,u_pl500_fc_mean,v_pl500_fc_mean,gh_pl500_fc_mean,u_pl850_fc_mean,v_pl850_fc_mean,q_pl850_fc_mean,cape_fc_mean,sp_fc_mean,tcc_fc_mean,sshf_fc_mean,slhf_fc_mean,u10_fc_mean,v10_fc_mean,ssr_fc_mean,str_fc_mean,d2m_fc_mean,sm_fc_mean
3.5699568,300.6439,295.0,50.7371,7.6528,15.134135999999998,11.455959,5371.9307,11.912234,4.5400224,0.0028747884,1.6948998,97646.74,72.196365,7011518.5,-4236692.0,2.550594,2.3514445,2043995.4,-4687318.5,275.65894,402.30234
6.420799,246.74423,461.0,49.6468,7.8837,26.058000000000003,2.9037728,5480.5083,26.718653000000003,10.365998,0.004228187,0.7486801,98066.99,98.45546,8307326.5,-3552082.0,5.658894,6.0037847,3581509.8,-8638406.0,276.66904,384.3419
4.5365157,23.269205,10.0,54.0661,12.7675,8.487542999999999,4.3758235,5736.879,4.580328,9.041264,0.0023821932,0.0,102216.84,0.0,904699.2,-3938676.2,0.19019926,2.7657053,16318723.0,-15860768.0,275.03207000000003,370.3846
11.92902,1.4423425,40.0,54.3643,13.4771,18.626299,8.505623,5646.736,2.928373,4.2547164,0.0031134489,2.3714845,101543.53,98.09302,-491002.62,-4132010.0,-1.7064563,1.0254077,13221413.0,-10422487.0,284.0941,343.99800236818766
-5.678011,15.192598,21.0,53.9897,9.5696,1.9579146,0.19863072,5304.8525,-3.5098147000000006,-2.9638037999999995,0.0012692675,1.0657886,101495.1,52.104626,411480.72,-336416.8,-0.12306336,-2.6746824,4878924.0,-9590536.0,265.45288,247.73537
12.497274,417.02045,288.0,50.284,10.4456,2.0467303,-7.2267427,5700.7207,4.039401,-4.4414415,0.0058699013,4.951726,96268.87,84.86014,-7344397.5,-10128596.0,2.9697068,-1.3693619,25723202.0,-8702894.0,282.6126,297.20016
11.972324,266.13477,170.0,51.0314,12.1495,-10.732708,-0.43192342,5662.7173,-7.117314,-4.909053299999999,0.0063095842,4.473582,99011.86,93.40026,-3185237.5,-8124589.5,0.10204047,-2.3969877,16907174.0,-7001623.5,283.90845,398.15173
3.939152200000001,350.4385,346.0,49.852,10.499,10.451349,6.192268,5659.3057,17.157988,2.4356065,0.0036616542,0.0,98428.04,37.16787,2653806.8,-625917.6,1.8027844,2.09416,7958571.5,-12126205.0,274.96094,310.2307
4.121194399999999,442.81888,439.0,49.0116,10.9308,12.316675,9.399567,5639.939,2.8053963,6.658653,0.0038016309999999,0.08881572,96667.59,60.290367,-954121.4,-4106939.8,-1.713889,1.8822671,13725567.0,-10950109.0,275.31345,438.9754
-6.3299904,186.77042,164.0,51.3745,11.292,14.910267,6.897607000000001,5229.66,1.8452469,-4.1185517,0.0014471560999999,0.8178446,98323.08,27.75041,-4816887.5,-2153994.2,0.9172132,0.2999817999999999,12058534.0,-7413632.5,262.15515,372.8857
8.273087,40.523773,31.0,51.7329,6.2688,4.713492400000001,-8.922410000000001,5736.1006,2.4444969,-8.028459,0.004712624,5.467516000000001,101969.18,99.959076,348291.62,-2712522.2,2.757527,-0.36535418,7053745.5,-1892067.9,281.1087,380.69165
0.05719903,395.02673,230.0,49.128,9.3525,11.954556,1.9558382,5503.3945,5.7684755,3.6636088,0.0025307885,0.25613797,96767.87,99.210106,712513.94,-1455868.4,-1.2570741,1.6579012999999998,4789340.5,-5036683.5,269.66678,462.3471
9.981534,91.38637,37.0,51.29600000000001,6.7686,-2.253771,14.780734,5644.643,2.6336489,-9.328361,0.0034952321999999,4.5944033,101127.67,80.83762,-3710024.8,-14580493.0,2.8305976000000004,-3.1595736,29449676.0,-10121948.0,280.98483,244.81883
4.9149365,54.20728,12.0,52.5468,14.5452,1.8763188,3.8200884,5447.2046,-5.8801265,-1.7417623,0.0028814621999999,1.0829473,100039.02,78.68207,-4408824.5,-10792040.0,-1.6847484,-2.2356977,28627632.0,-12623584.0,274.22644,337.8076
8.171864999999999,198.58496,186.0,51.904,10.1885,21.776516,1.7469616999999995,5416.462,6.7839575,8.976747999999999,0.0047371034,9.642056,97454.93,98.74515,-948357.06,-9621145.0,-0.06593059,3.389699,17849220.0,-9939602.0,279.19057999999995,360.5508
-4.1942987,584.56,456.0,48.7832,13.3146,15.742492000000002,-16.208603,5387.554,6.772589999999999,-0.7875134,0.0017828314,1.318227,92430.97,90.86674,-2796950.0,-1406612.0,-0.3080288,1.1571838,5770066.0,-5634802.0,261.68246,377.72107
13.949163,652.1431,615.0,47.982,10.1384,-1.4751836,1.5443977,5739.3555,3.1105814,-0.18286319,0.0091302665,25.841232,94183.68,72.15423,-4303902.5,-10820877.0,1.0125333,1.2068895,25019648.0,-8470148.0,286.45148,382.4777
-3.4950407,443.6866,413.0,48.7695,9.8737,4.1384254,-0.42321137,5263.0674,1.0534331,-0.8456537000000001,0.0024057403,4.4314833,94866.16,97.86608,1614546.1,-1815032.1,-1.0948106000000002,0.4201446,4597045.5,-7952456.5,268.19025,476.35016
16.058409,41.525005,20.0,53.1007,11.4864,13.094945,10.56993,5635.7373,7.753569000000001,7.7572656,0.0068179745999999,59.865093,100556.5,32.617672,-5765640.5,-15941672.0,1.462135,1.6772220000000002,33525054.0,-11295466.0,286.88702,238.7105
0.08540769,521.182,897.0,50.4313,12.6114,-1.3685073,-4.3720336,5773.7183,-5.1709228,3.1154156000000004,0.0010057227,0.019547785,96436.28,10.513084,-85652.14,-2002848.0,-2.0807881,1.8142303,7931794.0,-9522851.0,272.29883,395.7747
4.006007,443.6866,460.0,48.9895,10.1312,18.94556,-0.2647389,5411.049,16.769331,-0.10562284,0.0037642878,5.508565,95456.18,81.88381,2214759.8,-6065275.5,4.911682,1.388811,8504612.0,-6152916.0,276.00906000000003,497.78976
1.8166965,346.56708,312.0,51.0007,10.3621,6.974873,14.662392,5338.723000000001,6.622381699999999,4.9673595,0.0033953683,0.384207,95487.15,99.07359,3165602.2,-3598304.0,0.81868416,1.3111656,10802813.0,-11013641.0,271.85254,361.8632
-3.07965,68.75851999999999,91.0,51.9173,13.0878,-1.5324613,4.541370400000001,5478.142,-0.4531562,4.540022,0.0027156334999999,0.36636484,101127.21,61.791016000000006,-1460588.6,-1525408.1,-2.102003,1.458921,8670489.0,-6920778.0,268.33093,400.13263
3.6993444,22.067726,1.0,53.5527,9.6094,14.77978,3.5456583,5570.67,8.977210000000001,9.824757,0.002294761,0.0,102027.03,94.976944,6620184.5,-1527345.6,0.78663003,3.637197,4973652.5,-11344938.0,275.2344,343.19772
8.129878999999999,369.89578,477.0,50.1746,7.0595,8.670941000000001,4.654248,5780.4,1.4876916,4.562539599999999,0.004932709,0.6040017,98024.42,80.866104,-806689.2,-2238455.2,-1.1354141000000002,1.3148242,12552736.0,-9834966.0,279.44016,287.4388
10.079987,584.56,628.0,48.7893,13.6291,3.4194496,10.705391,5745.005999999999,-1.2378168,5.222449,0.00762254,0.12315104,93250.74,94.65936,-2325304.8,-7716399.5,-2.1166885,-0.005669308,20204116.0,-10069841.0,279.51294,384.85785
-0.18317258,662.68945,621.0,48.0772,10.9144,0.8065348000000001,6.225346599999999,5428.1235,1.4143991000000002,0.31270257,0.004019106,0.5763106,92610.13,86.92130999999999,1600294.1,-1029688.25,1.2466906,0.6581898,8257471.5,-9909853.0,272.34497000000005,392.33066
15.808910999999998,5.247025,8.0,53.641000000000005,8.0808,31.289394,19.243519,5694.1245,20.477564,10.13129,0.00696602,25.76203,101326.64,80.90003,1823610.5,-10863834.0,4.333443,4.1744366,17224350.0,-4597895.5,288.4796,416.92578
6.1776085,5.247025,8.0,53.641000000000005,8.0808,7.618278,-20.668512,5430.659000000001,11.9568205,-18.60848,0.0021581762,0.0,101800.89,35.889183,-5132274.5,-12886712.0,7.811951,-5.010294,28863814.0,-10274991.0,276.2874,333.89554
0.7267744,636.8243,458.0,47.7724,12.9073,7.5834823,-14.760165,5501.561,8.975946,-8.161324,0.0029834909999999,11.067924,95200.08,69.58216,3567436.5,-16092466.0,2.7880578,0.04076091,19073794.0,-9287190.0,271.66333,382.06067
6.005618,224.45013,88.0,49.6051,8.3659,4.2774415,0.53521574,5765.2856,4.3718553,1.8969644,0.0027354688,0.22309975,100246.81,17.859612,-2193572.2,-4825107.0,-0.15163161,0.75247157,19839020.0,-15813062.0,277.28613,274.46738
-2.160823,369.89578,120.0,49.9186,7.0664,18.677465,0.043624327,5637.13,6.283847,0.9731643,0.0013553998,0.0471592959999999,97701.53,78.46631,-916305.94,-1940424.0,0.06338984,2.3751748,10575592.0,-8855494.0,270.2195,364.89038
5.483015,532.69617,734.0,48.6657,9.8646,-7.336992299999999,-1.4745817,5691.87,-4.347074,1.5361851,0.0031839586,4.304193,95629.71,97.7551,-2708419.5,-1097106.8,-3.1080158,0.2880796,9540131.0,-7010901.0,278.1576,344.60626
11.125767,309.58822999999995,743.0,50.5084,9.2247,24.19771,-1.9360995,5704.108,9.840112,-1.5803801000000002,0.005252082,11.976648,98649.49,60.427193,-1820194.5,-10179092.0,2.3908393,1.3981024,19668478.0,-9724559.0,279.96555,340.2704
9.126286,623.1408,398.0,47.6783,8.3801,1.526191,-8.163953,5674.5586,-0.9385191,-3.925878,0.0053283377,11.23704,96097.95,69.87985,-4461438.5,-15563816.0,0.6863475,-0.47430015,26335412.0,-8142012.0,281.16516,381.76474
12.095096,181.63077,130.0,51.2248,7.1053,-1.09594,6.299142400000001,5628.183000000001,-4.7860703,3.8264875,0.005001253,1.0510489,99979.29,71.38117,-4404057.5,-14256365.0,-2.6862892999999994,-0.0756718,34354692.0,-13526112.0,281.5584,343.99800236818766
8.633264,229.38954,162.0,49.8809,8.6779,6.9033375,0.7870269,5541.595,2.5459437,-0.0030125128,0.004711969,2.6200635,98611.43,68.96661,1801772.1,-10848499.0,0.8093986999999999,0.40692067,12808756.0,-4048717.5,279.48044,406.77133
14.757105,627.5128,515.0,48.0197,12.2924,10.929624,-1.5547284,5812.0254,-0.7506925999999999,0.80799234,0.008084252,0.018138189,95581.8,15.986479999999998,-4978849.5,-19454074.0,-1.2580358,0.77583414,34717904.0,-9528552.0,286.25284,393.73477
13.453783,319.06656,132.0,49.7326,6.6131,5.649541,1.0808771,5757.1826,2.964257,7.022335000000001,0.00707385,5.102887,98061.92,3.1423252,-5986208.5,-18638258.0,-1.9717275,0.8900054000000001,40751456.0,-14475804.0,283.33615,343.99800236818766
-2.0403652,300.6439,295.0,50.7371,7.6528,-22.1865,-2.854247,5636.3633,-10.841031,-0.7259114000000001,0.0019619362,0.0,99945.05,0.0,206539.23,-6291238.5,-2.4765341,-0.60963225,21467032.0,-16839930.0,266.3493,360.11923
13.46597,47.632523,65.0,52.4853,7.9126,-3.792637000000001,6.9689417,5635.3477,-0.863722,3.8865604,0.0068008914,16.423504,100572.33,82.2859,-4487046.5,-12193532.0,-1.1400129,-0.041266184,32578712.0,-12430435.0,285.66827,206.50204
10.027127,52.571934,73.0,53.5196,12.6654,8.387715,0.7435311,5777.255,4.8328004,-0.21581753,0.004305757,0.07799422,101386.72,42.261154,-1530973.6,-8247693.5,0.2891642,2.6295023,21929362.0,-12255613.0,282.23087000000004,349.97403
10.094743,219.21034,609.0,51.7658,10.6533,-9.808862,5.998653,5590.8,-8.161019,4.745517,0.004991072,21.584446,98902.13,94.720795,-4692534.5,-11654673.0,-2.2597775,-0.1406756,26764928.0,-9537597.0,282.0768,294.6625
10.623778,239.26837,351.0,51.254,8.1565,21.090239,3.2635255,5605.4014,9.222392,2.4036188,0.00532989,7.480995699999999,98369.89,99.43629,1512474.2,-4943179.5,1.135033,2.5278296,9496932.0,-7372211.0,283.61435,390.9468
-4.661249,219.21034,585.0,51.7904,10.347,8.481791000000001,4.4284706,5469.5996,4.01958,7.704304700000001,0.0007875050999999,0.5949327,98890.76,76.58707,4080042.5,-2680.1045,-0.030821197,3.5798333,3728055.2,-8407917.0,266.33948,400.94214
6.3284855,37.253082,45.0,53.3911,10.6878,19.947433,-25.878302,5562.416,13.176006,-17.618725,0.0010066385,1.3624808000000002,101565.98,95.589775,-2679979.2,-7661316.5,5.6206584,-2.4883645,27473286.0,-15198218.0,277.61276000000004,249.56667
-0.015120871,34.249386,11.0,53.6332,9.9881,-0.66848755,-13.734928,5639.9736,7.254628999999999,-0.1865692,0.0015604032,0.0054414569999999,102943.77,24.915022,-3968887.8,-4910581.0,1.8333646,2.01843,21242146.0,-12634351.0,271.14597000000003,363.8868
17.030376,229.38954,263.0,50.132,8.317,-1.758618,6.726656,5665.852,2.8617234000000003,3.893848,0.008119474,329.49292,98226.54,68.07956,-7757376.5,-14573065.0,0.23538053,1.4716938999999998,35809228.0,-10946460.0,288.54813,216.50145
6.3812940000000005,-0.19300345,4.0,54.175,7.892,15.15524,-0.8801447,5389.721,11.752013,1.4434532,0.0018832395999999,3.435782,101247.3,37.001293,-3848713.0,-16211556.0,8.142972,3.4035385,2142425.5,-9877203.0,274.34682999999995,343.99800236818766
10.080488,179.7618,77.0,52.0818,9.4077,17.5755,-0.29794613,5609.422,11.201943,1.413465,0.0043113297,0.6756744,99594.77,16.938091,-4209968.5,-18427084.0,1.3649367,2.1711304,33721236.0,-10625050.0,280.18893,343.99800236818766
0.9474875,54.4409,38.0,52.9037,12.8072,3.4472747000000004,-2.8095803,5427.29,-0.40436554,-1.9021628,0.00275179,8.833646,101259.11,98.6459,1005382.5,185369.95,-0.5107477,-1.1726868,2026402.5,-1661028.5,273.72726,396.16122
14.532898,28.809357,4.0,53.045,8.7979,20.224981,4.6555166,5710.5186,12.531741,5.547545,0.0066208635,2.0967748,101176.57,41.89465,-4578047.5,-11632810.0,1.9697195,1.1687368,26390694.0,-8392111.0,283.30368,278.4847
6.3275776,14.691982,46.0,51.7612,6.0954,7.199303,7.5774817,5466.8057,-3.497038,0.23721582,0.0035998651,2.2792714,100776.66,93.76374,-4411551.5,-11368297.0,-2.7390227000000005,-3.697364,21171618.0,-7164150.5,273.43704,308.05374
15.635437,224.45013,96.0,49.50899999999999,8.5541,10.786642,-5.559771,5750.8857,2.4495842,-3.783369,0.007031292,7.1052575,100163.88,74.07070999999999,-4350642.5,-11413924.0,1.2653382,-2.593681,27213592.0,-10515129.0,286.40237,273.98636
-1.7251642,450.96222,688.0,50.6199,13.4816,17.425695,-2.8524418,5279.4517,16.529581,-2.0334373,0.0027672402,1.6800968999999997,94650.64,68.73098,-1692205.6,-2712908.8,3.2025063,0.29522064,8793214.0,-3366086.5,269.72095,389.46622
9.38715,19.397774,11.0,53.1763,8.1824,21.291746,-1.2688409,5757.6943,16.156588,1.6130339,0.0039477246,6.625882000000001,102847.2,98.89229,4068475.0,-2274845.0,4.704575,3.0874069,1454517.5,-1281392.4,281.35556,401.17218
1.1132362,662.68945,621.0,48.0772,10.9144,14.108138,5.713946,5486.6465,14.752973,0.03677632,0.0035332348,0.5365949999999999,93700.65,99.846954,3289190.0,-2102958.2,2.9605212000000005,0.76518434,7936430.0,-9311751.0,272.2218,361.9474
13.183533,17.762428,27.0,54.3761,10.1433,10.929242,11.75639,5508.206,11.316989,10.214999,0.004290832,27.564331,100250.98,49.009224,-2516436.5,-13705482.0,2.4677458,3.9646664,28663306.0,-8850982.0,282.9837,290.25
18.443829,2.310077,1.0,54.575,13.1044,7.7803416,16.844791,5760.3438,1.7193483,7.256618,0.00948686,297.09232000000003,101079.99,95.48783,-3654362.0,-12538065.0,-2.1072962000000004,-2.672923,36960404.0,-10368179.0,288.97382000000005,258.6835
15.101169,44.562077,69.0,53.5997,13.3039,3.3481772000000003,3.9509408,5805.875,5.360124,2.1876068,0.0067287213,23.359343,101493.0,28.907358,-5330492.0,-17185636.0,-0.88847154,-0.8730431000000001,34298850.0,-10536209.0,287.28674,342.80334
5.12134,336.88852,172.0,51.119,9.2799,18.62212,-9.099715,5694.6963,12.98372,1.4274096,0.0022689458,0.009069094,98586.18,92.584564,4681980.5,-2703579.8,3.541538,4.168819399999999,3250973.8,-2912648.2,276.97815,408.15903
5.898725499999999,12.823015,7.0,53.2758,8.9857,6.2607255,5.422998000000001,5646.515,3.7476013,1.4671578,0.0025378095,4.590776,102117.29,62.992363,1520777.8,-348103.0,0.5213525999999999,1.6982383,5242670.0,-6206550.0,278.33093,379.56854
11.918483,443.6866,413.0,48.7695,9.8737,1.8359894,5.079236,5698.831999999999,1.1798893,2.4018536,0.0054495805,0.4570824,96197.46,30.8151,-8236966.5,-13300169.0,-0.6037085,1.125049,36617460.0,-12468250.0,280.86456,348.4671
17.603594,336.88852,500.0,50.8923,9.405,20.29212,20.480701,5699.911999999999,13.638963,6.8244940000000005,0.0071685193,74.167404,97075.62,64.51063,-1315206.8,-15925117.0,3.0209973,2.9195147,27567176.0,-9534168.0,288.652,389.50812
13.2702055,125.99563,97.0,51.6451,13.5747,3.3238409,-3.720862200000001,5729.6987,-3.0636249,1.8778062,0.0049477452,1.2387363,100219.08,14.250895000000002,-4319814.5,-15692719.0,-1.6831801,1.4783943000000002,35902384.0,-11519596.0,284.05212,343.99800236818766
9.032174,1.5758401000000002,5.0,53.8713,8.7058,11.043674,22.326721,5404.9995,2.5405173,1.5575976,0.0037513736,4.341097,99646.86,97.04099,487350.72,-8372494.0,1.9277502,1.5252098,4804271.5,-6704244.5,281.0126,343.99800236818766
2.3928757000000003,336.88852,500.0,50.8923,9.405,-1.6658825000000002,1.2210327,5652.445,0.29439563,5.494217400000001,0.0021197803,2.1541662,97969.58,92.95972,-138455.55,-1233714.5,-0.44030344,1.9023187,5934186.0,-6401570.0,275.10547,363.72192
4.7956734,160.43802,68.0,51.5966,7.4049,7.8161354,20.4557,5460.3755,10.070937,12.234455,0.003576235,0.2220393,99111.15,99.909904,5841599.5,-2405249.5,1.0893064,5.591199,5564311.0,-10648095.0,269.94565,388.7815
11.271748,14.892228,43.0,54.5275,9.5487,12.301239,20.913969,5481.2617,4.69595,8.791435,0.004660462,3.8528686,99859.76,79.32119,5904099.0,-8604086.0,-0.5088066,2.8041751,8133820.0,-5746215.5,282.47583,317.95514
-4.2405095,186.77042,204.0,51.3895,11.5412,16.770967000000002,2.8352675,5309.5977,-3.4048061,-1.8908957,0.0016429667999999,1.6745464,98305.39,96.9633,-4458353.5,-2838288.0,-2.0472944,-2.6229928,7874396.0,-3292445.5,264.97018,381.0868
18.094896,175.75687,110.0,52.2467,10.9592,-2.0507002,13.6840725,5719.7485,5.524076999999999,2.6718214,0.007893339,48.728725,98971.04,70.48084,-2904537.5,-15569618.0,2.957403,0.4150355999999999,28491252.0,-7208256.5,288.6059,374.0269
16.594935999999997,662.68945,550.0,48.1849,10.8507,10.274341,1.9316816000000003,5821.734,2.6476383,0.78341186,0.008065852,7.5864954,94869.83,69.38306,-3542991.2,-16571643.0,0.74134064,0.4780455,35040470.0,-14487424.0,286.67737,363.27216
12.63573,601.8813,533.0,48.1479,9.4596,22.403599,-1.4767817,5704.9980000000005,11.244377,6.511215,0.0056575006,2.1860054,94310.47,99.84404,-5669972.0,-13175162.0,-0.2117197,1.5756874,29263006.0,-10582179.0,281.8163,369.88782
13.153826,279.01727,176.0,51.6194,9.5749,-0.16261391,-3.7556024,5726.7,0.4202313,-0.2316438,0.0063315346,2.1675138,98443.61,55.300230000000006,-6809348.5,-8711126.0,1.7865046000000002,-0.9588113,20882750.0,-5836839.0,283.6207,273.51923
12.534718,16.19383,9.0,53.8412,13.6846,17.185734,-16.920404,5611.024,15.289057,-6.3282356,0.004963392,2.077917,101389.94,92.10152,-1434751.4,-11379683.0,6.343314,0.7083824000000001,22259180.0,-10764740.0,283.32306,289.45212000000004
10.677984,435.30963,536.0,48.9481,11.4289,15.746542000000002,2.8772507000000003,5718.7515,3.1020072,7.500914,0.0066723297,0.0019547785999999,95609.9,50.805088,-2879034.5,-5702503.5,-2.1730645,1.0675415,16056076.0,-8920047.0,281.82727,332.23804
-0.24967214,307.08517,376.0,49.6927,7.3264,9.778879,-0.7392279,5276.9175,10.999136,-2.0042205,0.0023650737,4.95354,96523.67,98.54956,4103426.5,-3920904.8,3.5086760000000004,1.3556545,2868741.0,-3955398.0,272.2356,394.33487
16.201576,158.43555,157.0,51.7855,8.8388,15.455804999999998,1.4241847,5747.314,8.014985000000001,7.7449107,0.0075724963,2.9938297,99723.77,91.44119,-4131421.5,-15176545.0,0.73029304,2.677788,32220692.0,-10178728.0,285.77524,297.49246
11.564662,60.147923,98.0,52.2085,14.118,7.753158,-5.5632796,5835.365,6.1894403,1.2817469,0.0037376052,0.0,101494.66,4.7321806,-1776635.9,-6596557.5,1.7130069,1.9810138,21508816.0,-13336883.0,283.3261,313.89023
13.961662,23.269205,10.0,54.0661,12.7675,11.678027,8.565211999999999,5626.4727,10.412002,4.0848927,0.005121617,0.8014591999999999,101338.17,25.76656,-8868981.0,-14981556.0,2.082545,2.0630434,35223064.0,-9761243.0,281.13458,254.33191
0.92788243,219.21034,201.0,51.9002,10.5699,11.282292,2.0434592,5544.9355,7.545039699999999,3.6137836,0.0033437659999999,0.45708236,98812.25,18.454151,-6008240.5,-7850461.5,0.13168052,1.9061459,28761168.0,-14559377.0,271.8951,322.02216
7.538702000000001,443.6866,426.0,49.1804,9.98,-7.5452204,8.182846000000001,5542.299,7.2034135,-3.3263540000000003,0.0045961263,2.5238426,95292.35,99.07045,-1995380.0,-7266822.5,2.126052,0.9015298,12780819.0,-4876082.0,278.81485,343.99800236818766
10.136452,198.58496,144.0,51.9644,9.8072,7.754378,0.7892496,5696.451,6.8844710000000005,2.275415,0.005123004,23.226856,100058.84,84.350334,804195.25,-3717997.0,1.2773155,1.0845196,8136490.0,-6210704.0,282.472,389.5579
7.4156966,401.9352,240.0,48.727,8.2458,24.553068,2.8535361,5558.041,10.470329,1.4968404,0.0035180761,0.26780465,97911.74,24.414114,1041151.5,-6429942.0,1.0661638,2.4727056,10044639.0,-5893292.0,277.37628,402.73282
9.576933,52.571934,73.0,53.5196,12.6654,9.022797,-1.4360095,5540.3330000000005,7.5656023,0.5621531999999999,0.0048203473,1.2100312,100024.44,50.97175,-3681834.0,-14683489.0,1.160988,0.46118054,34159576.0,-14391566.0,279.7769,343.99800236818766
1.010137,329.94662,350.0,50.6743,6.424,18.30458,-1.3677188999999998,5620.378000000001,14.727892,-1.0457857,0.0024474267999999,0.31379068,97570.3,93.20446,-327043.3,-1119486.5,5.569621,4.098624,8613345.0,-6856706.0,272.4409,364.82098
12.242532,198.58496,144.0,51.9644,9.8072,-0.40748778,12.014112,5716.9233,-5.924786599999999,2.4194896,0.0050324453,0.33121288,99719.73,45.128227,-5149881.5,-17582882.0,-2.3524568,-0.9233769,38531630.0,-14274680.0,280.75937000000005,343.99800236818766
-5.914974,297.7737,333.0,48.9329,8.6973,-2.368322,-7.342472,5409.953,-1.9520489,2.7597720000000003,0.0014454807,4.5474735e-13,98360.35,21.919304,-2742659.2,-1481229.8,-2.5738752000000003,1.1691964,6590685.0,-6703513.0,263.29886,364.6776
10.708954,466.44794,350.0,49.9667,11.5197,10.035259,-6.280478,5628.0684,0.4256096,-2.2617326,0.005534569,5.2221246,95952.72,49.905293,-4828424.5,-9045944.0,0.31950969,-1.5284778,23277666.0,-11416229.0,281.6233,299.26392000000004
1.0271126,346.56708,348.0,50.8963,10.5484,9.272229,-9.005958999999999,5639.2324,8.898553999999999,-1.2619356000000002,0.0015745109,0.72902894,98811.34,74.030975,1216543.6,-650585.56,2.658088,2.9974444,4349343.5,-7189687.0,273.28177,371.97012
9.705521,319.06656,363.0,49.264,6.6868,-5.5868626,-11.8800955,5685.446,-6.274722,0.24389963,0.004297803,0.73308456,98654.58,41.751183000000005,-6304982.5,-14048298.0,-1.3446411,-1.5472543,30688344.0,-10065018.0,278.0773,343.99800236818766
11.321514,397.06256,312.0,50.4538,10.2211,8.426312,-11.042306,5660.089,11.202383,0.0903363,0.0056572095,5.593083,96607.07,68.84097,-3997963.0,-11462826.0,2.3114839,1.1922418,22053752.0,-7976338.5,282.97507,408.0452
10.220108,224.45013,88.0,49.6051,8.3659,6.260831400000001,-5.02556,5615.062,4.891476,-1.6129236,0.0042516976,3.2140186,99974.83,86.90188,-5029782.5,-15592044.0,1.4441856000000002,-0.39095998,29190732.0,-9600202.0,280.9814,360.39676
12.012734,442.81888,386.0,49.2164,11.1036,8.369516,-5.621782,5649.93,0.14317882,-1.3383113000000002,0.0062633069999999,9.832607,96104.54,52.640247,-4547338.0,-9895149.0,-0.27767545,-1.9846057,25002028.0,-11830821.0,282.21387000000004,405.42245
-0.07175602,1236.8293,806.0,47.3986,10.276,26.045855,2.269573,5560.2876,4.9100980000000005,4.417973,0.0033564044,4.4311604,87177.28,98.94169,5331184.5,-2175783.2,0.53776515,3.8156683,6040125.5,-8543631.0,269.75812,353.54028
